sku,attribute_set_code,store_view_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
B25-46,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,MINIME PEACH,,"9,5"" x 7,5"" tira 55""",213,1,Taxable Goods,"Catalog, Search"," 29,500 ",,,,B25-46,MINIME PEACH,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre con broche magnético. Correa ajustable. ,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B25-046,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,MINIME PEACH,,"9,5"" x 7,5"" Strap 55""",213,1,Taxable Goods,"Catalog, Search", 100 ,,,,B25-046,MINIME PEACH,"Bag, leather, cross, daily, small",Unlined leather cross body bag. Magnetic clasp closure. Adjustable cross body strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B46-01,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BASICO MIEL,,"8,5""x8,5 x 2"" tira 54""-59""",266,1,Taxable Goods,"Catalog, Search"," 39,000 ",,,,B46-01,BASICO MIEL,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre con broche. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B46-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BASICO HONEY,,"8,5""x8,5 x 2"" strap 54""-59""",266,1,Taxable Goods,"Catalog, Search", 132 ,,,,B46-001,BASICO HONEY,"Bag, leather, cross, daily, small",Unlined leather shoulder bag.  Clasp closure. Adjustable strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B46-39,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BASICO CACAO,,"8,5""x8,5 x 2"" tira 54""-59""",266,1,Taxable Goods,"Catalog, Search"," 39,000 ",,,,B46-39,BASICO CACAO,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre con broche. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B46-039,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BASICO BROWN,,"8,5""x8,5 x 2"" strap 54""-59""",266,1,Taxable Goods,"Catalog, Search", 132 ,,,,B46-039,BASICO BROWN,"Bag, leather, cross, daily, small",Unlined leather shoulder bag.  Clasp closure. Adjustable strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B85-52,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,GROOVY DORADO,,"6"" x 8"" x 2"" tira 47,5""-52,5""",236,1,Taxable Goods,"Catalog, Search"," 34,000 ",,,,B85-52,GROOVY DORADO,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre de broche mágnetico. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-052,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,GROOVY GOLD,,"6"" x 8"" x 2"" strap 47,5""-52,5""",236,1,Taxable Goods,"Catalog, Search", 115 ,,,,B85-052,GROOVY GOLD,"Bag, leather, cross, daily, small",Unlined leather crossbody bag. Magnetic clasp closure. Adjustable cross body strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B85-57,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,GROOVY NEGRO LAGARTO,,"6"" x 8"" x 2"" tira 47,5""-52,5""",266,1,Taxable Goods,"Catalog, Search"," 34,000 ",,,,B85-57,GROOVY NEGRO LAGARTO,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre de broche mágnetico. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-057,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,GROOVY ALLIGATOR BLACK,,"6"" x 8"" x 2"" strap 47,5""-52,5""",266,1,Taxable Goods,"Catalog, Search", 115 ,,,,B85-057,GROOVY ALLIGATOR BLACK,"Bag, leather, cross, daily, small",Unlined leather crossbody bag. Magnetic clasp closure. Adjustable cross body strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B85-53,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,GROOVY PLATEADO,,"6"" x 8"" x 2"" tira 47,5""-52,5""",220,1,Taxable Goods,"Catalog, Search"," 34,000 ",,,,B85-53,GROOVY PLATEADO,"bolso,cuero,crusar,diario,pequeño,",Bolso de cuero sin forrar. Cierre de broche mágnetico. Correa ajustable.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B85-053,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,GROOVY PLATINUM,,"6"" x 8"" x 2"" strap 47,5""-52,5""",220,1,Taxable Goods,"Catalog, Search", 115 ,,,,B85-053,GROOVY PLATINUM,"Bag, leather, cross, daily, small",Unlined leather crossbody bag. Magnetic clasp closure. Adjustable cross body strap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A85-52,Default,1,simple,"Default Category/Mujer,Default Category/accesorios",base,CANGURO DORADO,,"6,5"" x 9"" tira P 22.5"" - 20"" G 28,5""-26""",226,1,Taxable Goods,"Catalog, Search"," 42,000 ",,,,A85-52,CANGURO DORADO,"Accesorios, cuero, cintura, diario",Canguro de cuero metálico sin forrar. Faja ajustable con hebilla y pasador. Cierre con zipper en bolsillo frontal.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-052,,2,,"Default Category/Women,Default Category/Accessories",,FANNY PACK GOLD,,"6,5"" x 9"" strap S: 22,5"" - 20"" / L 28,5""-26""",226,1,Taxable Goods,"Catalog, Search", 142 ,,,,A85-052,FANNY PACK GOLD,"Accessories, leather, waist, daily",Metallic leather fanny pack. Adjustable belt with buckle and pin.  Zipper clousure on outside pocket.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A85-01,Default,1,simple,"Default Category/Mujer,Default Category/accesorios",base,CANGURO MIEL,,"6,5"" x 9"" tira P 22.5"" - 20"" G 28,5""-26""",226,1,Taxable Goods,"Catalog, Search"," 42,000 ",,,,A85-01,CANGURO MIEL,"Accesorios, cuero, cintura, diario",Canguro de cuero sin forrar. Faja ajustable con hebilla y pasador. Cierre con zipper en bolsillo frontal.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-001,,2,,"Default Category/Women,Default Category/Accessories",,FANNY PACK HONEY,,"6,5"" x 9"" strap S: 22,5"" - 20"" / L 28,5""-26""",226,1,Taxable Goods,"Catalog, Search", 142 ,,,,A85-001,FANNY PACK HONEY,"Accessories, leather, waist, daily",Leather fanny pack. Adjustable belt with buckle and pin.  Zipper clousure on outside pocket.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A85-56,Default,1,simple,"Default Category/Mujer,Default Category/accesorios",base,CANGURO NEGRO METALICO,,"6,5"" x 9"" tira P 22.5"" - 20"" G 28,5""-26""",226,1,Taxable Goods,"Catalog, Search"," 42,000 ",,,,A85-56,CANGURO NEGRO METALICO,"Accesorios, cuero, cintura, diario",Canguro de cuero sin forrar. Faja ajustable con hebilla y pasador. Cierre con zipper en bolsillo frontal.,,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
A85-056,,2,,"Default Category/Women,Default Category/Accessories",,FANNY PACK METALLIC BLACK,,"6,5"" x 9"" strap S: 22,5"" - 20"" / L 28,5""-26""",226,1,Taxable Goods,"Catalog, Search", 142 ,,,,A85-056,FANNY PACK METALLIC BLACK,"Accessories, leather, waist, daily",Leather fanny pack. Adjustable belt with buckle and pin.  Zipper clousure on outside pocket.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-01,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BERRY MIEL,,"10,5"" x 12"" tira 53""",409,1,Taxable Goods,"Catalog, Search"," 54,500 ",,,,B20-01,BERRY MIEL,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-001,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BERRY HONEY,,"10,5"" x 12"" Strap 53""",409,1,Taxable Goods,"Catalog, Search", 185 ,,,,B20-001,BERRY HONEY,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-15,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BERRY VAINILLA,,"10,5"" x 12"" tira 53""",399,1,Taxable Goods,"Catalog, Search"," 54,500 ",,,,B20-15,BERRY VAINILLA,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-015,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BERRY VAINILLA,,"10,5"" x 12"" Strap 53""",399,1,Taxable Goods,"Catalog, Search", 185 ,,,,B20-015,BERRY VAINILLA,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-30,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BERRY NOPPI SABAN,,"10,5"" x 12"" tira 53""",369,1,Taxable Goods,"Catalog, Search"," 54,500 ",,,,B20-30,BERRY NOPPI SABAN,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-030,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BERRY NOPPI SABAN,,"10,5"" x 12"" Strap 53""",369,1,Taxable Goods,"Catalog, Search", 185 ,,,,B20-030,BERRY NOPPI SABAN,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-20,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BERRY ROJO,,"10,5"" x 12"" tira 53""",394,1,Taxable Goods,"Catalog, Search"," 54,500 ",,,,B20-20,BERRY ROJO,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-020,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BERRY RED,,"10,5"" x 12"" Strap 53""",394,1,Taxable Goods,"Catalog, Search", 185 ,,,,B20-020,BERRY RED,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B20-49,Default,1,simple,"Default Category/Mujer,Default Category/bolsos, Default Category/On the go",base,BERRY LIMPET,,"10,5"" x 12"" tira 53""",409,1,Taxable Goods,"Catalog, Search"," 54,500 ",,,,B20-49,BERRY LIMPET,"bolso,cuero,crusar,diario,pequeño,","Bolso de cuero forrado en tela. Cierre con zipper, un bolsillo interno sin cierre y otro bolsillo interno para el celular.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B20-049,,2,,"Default Category/Women,Default Category/Bags,Default Category/On the go",,BERRY LIMPET,,"10,5"" x 12"" Strap 53""",409,1,Taxable Goods,"Catalog, Search", 185 ,,,,B20-049,BERRY LIMPET,"Bag, leather, cross, daily, small","Leather cross body bag, fabric lined inside. Zipper closure, one open inside pocket and another inside pocket for the cellphone.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B53-01,Default,1,simple,"Default Category/Mujer,Default Category/Mochilas",base,MOCHILA OAK MIEL,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search"," 108,000 ",,,,B53-01,MOCHILA OAK MIEL,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-001,,2,,"Default Category/Women,Default Category/Backpacks",,BACKPACK OAK HONEY,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search", 366 ,,,,B53-001,BACKPACK OAK HONEY,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B53-03,Default,1,simple,"Default Category/Mujer,Default Category/Mochilas",base,MOCHILA OAK NEGRO,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search"," 108,000 ",,,,B53-03,MOCHILA OAK NEGRO,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-003,,2,,"Default Category/Women,Default Category/Backpacks",,BACKPACK OAK BLACK,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search", 366 ,,,,B53-003,BACKPACK OAK BLACK,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B53-53,Default,1,simple,"Default Category/Mujer,Default Category/Mochilas",base,MOCHILA OAK PLATEADO,," 14” x 12""  x 5” tiras 27""-30""",1085,1,Taxable Goods,"Catalog, Search"," 108,000 ",,,,B53-53,MOCHILA OAK PLATEADO,"Mochila, cuero, multiiuso, diario","Mochila de cuero forrada en tela. Cierre con zipper, un bolsillo externo con zipper y un bolsillo interno con zipper. Correas ajustables.",,,,,,,,,"5/23/19, 11:24 AM","6/26/19, 12:18 PM",5/23/19,5/23/20,Block after Info Column,,,,Use config,,,,,,,,,"featured=Yes,timershow=Yes",20,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,
B53-053,,2,,"Default Category/Women,Default Category/Backpacks",,BACKPACK OAK PLATINUM,," 14” x 12""  x 5” Strap 27""-30""",1085,1,Taxable Goods,"Catalog, Search", 366 ,,,,B53-053,BACKPACK OAK PLATINUM,"Backpack, leather, multiuse, daily","Leather backpack, fabric lined inside. Zipper closure, one outside zipper pocket and one inside zipper pocket. Adjustable straps.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
